27.889378,2.069605
33.344049,4.944483
33.740112,5.430913
36.458374,5.535813
30.291440,4.951737
27.050790,5.995292
35.565591,0.462768
31.228840,4.441787
35.288589,3.651773
39.013881,6.534444
35.157745,7.551944
46.672029,21.597230
56.675670,44.578189
14.732025,1.187676
19.777060,6.123495
22.575266,2.221132
21.453361,6.883240
14.787471,2.729952
19.223535,4.237904
19.232585,4.972824
9.212220,1.191097
6.843782,0.029282
65.604489,1.276673
65.415053,3.196345
6.232338,0.429858
5.992771,0.499909
7.141894,1.616675
58.797244,6.857231
53.608246,3.306349
51.749709,4.368423
48.275892,1.635269
47.091232,7.853886
46.126836,7.700024
35.215528,12.445108
20.066521,2.393864
24.976249,3.907522
25.801916,3.158423
23.865358,7.098747
27.082276,4.969392
34.526543,1.569902
33.062139,4.381421
33.344430,3.919997
31.831013,5.091618
36.794286,4.901776
29.415376,4.813611
17.954287,4.582692
24.920022,4.177046
30.429223,2.098410
24.437248,1.041310
20.707545,2.457896
21.163882,2.266073
22.217854,2.555068
12.164799,0.774912
15.905366,1.938089
33.666401,21.372715
12.015476,2.625136
36.032012,0.095695
32.169015,8.163703
29.703491,9.268770
29.921127,6.971598
28.044481,0.506049
35.056338,1.338557
27.290748,0.887406
23.046823,1.500766
35.296648,1.960647
25.676447,6.475434
31.513938,0.366166
31.573827,1.002701
28.895624,2.766434
27.883812,3.233251
24.027675,0.345979
28.433639,1.515722
18.349958,3.406682
34.247154,0.255982
32.148878,2.530851
25.904315,0.299333
38.818282,0.034615
29.876055,16.594311
10.978322,0.740310
23.876646,8.617902
