23.868613,3.100229
27.934203,7.270007
27.715504,7.871943
29.692156,7.979882
24.423656,7.095650
21.397585,8.505084
29.911222,0.682551
26.527246,6.607627
30.530365,5.530485
34.456021,10.136739
30.903410,11.645870
40.341103,32.675961
48.497110,66.767083
14.257797,2.184510
19.160846,11.292611
20.216505,3.511167
22.063889,15.026285
16.620292,8.322026
21.418627,12.462847
21.482182,14.774934
10.753692,4.233850
8.938563,0.153472
53.326890,1.838165
52.837030,4.584890
9.040687,3.011801
9.917367,4.823158
10.558659,11.883270
47.877356,9.883706
44.177676,4.802855
42.920387,6.374345
40.215908,2.393930
39.706824,11.608775
39.104694,11.434427
29.958655,18.538521
19.324145,4.350279
24.060779,7.107037
24.347746,5.481678
26.023676,19.128853
28.967784,12.429912
36.254104,3.673079
34.184433,9.730620
33.851794,8.219286
32.123613,10.487555
36.613819,9.697174
29.315006,9.562712
18.190859,9.550709
25.321540,8.781739
31.377788,4.619845
25.337284,2.333906
22.482583,6.510745
22.954185,5.978218
25.311844,8.234930
15.244911,3.561999
20.028340,9.050905
29.472877,32.798807
13.458664,7.890503
28.481402,0.135708
25.326865,11.555314
23.467352,13.141198
23.760435,9.909135
22.378300,0.721060
27.890192,1.904359
21.771789,1.264295
18.437872,2.141323
28.393592,2.805880
27.493018,16.261058
29.464287,0.623453
30.538527,1.841486
29.456210,5.873874
27.736844,6.389788
22.705107,0.602268
25.700212,2.429656
17.786504,6.289654
30.390381,0.399570
29.899035,4.264286
26.378820,0.633492
35.367963,0.056206
29.238940,31.393404
13.304683,3.030683
22.408399,14.786843
