34.225696,1.634893,0.019466
39.785896,3.838399,0.045527
39.256889,4.159456,0.049210
41.964560,4.217596,0.049854
34.436405,3.751208,0.044304
30.049560,4.497916,0.053061
42.651636,0.360304,0.004276
37.944725,3.486132,0.041447
43.940879,2.914207,0.034785
49.965771,5.331407,0.064009
44.733990,6.128087,0.073465
58.041986,17.219356,0.205488
69.537312,35.209707,0.419220
21.498548,1.126664,0.014262
28.905579,5.821771,0.073768
29.475274,1.843721,0.022244
34.166084,7.447698,0.101906
26.197257,3.328455,0.057021
33.773094,5.150347,0.085833
33.871440,6.049985,0.101617
16.838996,1.458294,0.028233
13.495881,0.035858,0.000949
75.332646,0.971574,0.011483
74.528472,2.423762,0.028630
13.190855,0.526616,0.017348
13.902064,0.620254,0.025311
15.314318,1.981703,0.067558
67.663351,5.223845,0.061748
62.627804,2.537502,0.030031
60.952757,3.366967,0.039879
57.183626,1.264260,0.014983
56.664499,6.127209,0.072750
55.900095,6.033406,0.071705
42.873806,9.779904,0.116307
29.072057,2.247806,0.028328
36.203881,3.671767,0.046287
36.296269,2.850227,0.035353
40.981207,8.492244,0.132701
45.447643,5.796647,0.086068
56.570778,1.772500,0.025231
53.045054,4.794537,0.066222
52.141320,4.123889,0.055261
49.353777,5.286921,0.070231
55.905862,4.934881,0.064347
44.791137,4.862056,0.063516
27.995155,4.799844,0.064126
39.016853,4.402810,0.059077
48.639249,2.283278,0.031386
39.358348,1.146153,0.015912
35.382165,2.926416,0.045179
36.118166,2.694730,0.041484
39.836400,3.123701,0.055901
23.342687,0.948947,0.022631
30.616993,2.373360,0.057323
42.599214,17.265488,0.206735
21.218201,3.197157,0.054179
39.992253,0.071770,0.000847
35.536784,6.111426,0.072079
32.948683,6.949848,0.081981
33.392956,5.240136,0.061829
31.481326,0.381279,0.004500
39.211467,1.007030,0.011883
30.626625,0.668530,0.007890
25.952050,1.132224,0.013365
40.012999,1.483441,0.017517
43.145088,7.565788,0.112629
43.744292,0.324915,0.004005
46.034408,0.949974,0.012018
45.449211,2.936607,0.039601
42.344608,3.252467,0.042391
33.868557,0.313035,0.003887
37.610900,1.274202,0.015431
26.837964,3.241963,0.041097
44.150430,0.210045,0.002526
44.286823,2.224992,0.027340
40.682957,0.317011,0.004268
51.930162,0.029441,0.000358
44.311842,16.115551,0.206230
20.602114,0.906570,0.019689
33.324351,7.699226,0.095145
