33.665454,1.626131,0.019684
39.301370,3.823533,0.045910
38.909463,4.147987,0.049512
41.647277,4.207734,0.050117
34.223411,3.744086,0.044495
29.930910,4.492525,0.053207
42.101584,0.358819,0.004314
37.381936,3.469389,0.041869
43.118282,2.896022,0.035227
48.787414,5.287760,0.065019
43.731103,6.080878,0.074571
56.967528,17.113280,0.208074
68.401378,35.021434,0.423904
20.413678,1.099144,0.014653
27.436745,5.677739,0.075794
28.675424,1.825770,0.022642
31.739291,7.056469,0.103936
23.745276,2.952204,0.055798
30.652525,4.580760,0.084113
30.729225,5.376040,0.099531
15.223676,1.288598,0.027594
12.266098,0.031679,0.000922
74.783681,0.969388,0.011541
74.050128,2.418981,0.028758
12.070818,0.465241,0.016748
12.826715,0.547940,0.024234
14.030872,1.750747,0.065144
67.153365,5.211670,0.062072
62.041737,2.530082,0.030226
60.318023,3.355940,0.040167
56.544862,1.259798,0.015099
55.906058,6.100918,0.073421
55.093074,6.005279,0.072416
42.224946,9.731875,0.117514
27.652606,2.196075,0.029096
34.432004,3.586905,0.047544
34.760530,2.798612,0.036247
37.363771,7.646633,0.131056
41.660252,5.307531,0.085970
52.169349,1.651221,0.025488
49.183237,4.524688,0.067402
48.666233,3.940851,0.056579
46.164616,5.069625,0.071997
52.561811,4.765313,0.066090
42.089035,4.691806,0.065226
26.148525,4.592279,0.065686
36.404760,4.205143,0.060474
45.141589,2.159161,0.031979
36.456736,1.079285,0.016176
32.294999,2.644030,0.044721
32.975901,2.436786,0.041087
36.054808,2.763928,0.054651
21.159311,0.838350,0.022057
27.761466,2.096750,0.055851
41.685654,17.139306,0.209722
19.241518,2.838435,0.053042
39.837305,0.071686,0.000849
35.413220,6.104990,0.072255
32.822703,6.941786,0.082200
33.247276,5.233183,0.062017
31.326846,0.380708,0.004515
39.032349,1.005629,0.011921
30.477163,0.667536,0.007917
25.816831,1.130422,0.013414
39.777414,1.480764,0.017589
39.536864,6.920543,0.112426
42.018599,0.319634,0.004102
43.720818,0.926942,0.012348
42.356605,2.799118,0.040503
39.817042,3.141224,0.043540
32.420729,0.307273,0.003985
36.496466,1.260315,0.015729
25.470053,3.161305,0.042227
43.056534,0.208219,0.002567
42.610983,2.191005,0.027981
37.929345,0.302372,0.004366
50.276201,0.029087,0.000365
41.910952,15.664982,0.211948
18.640707,0.800915,0.019225
31.970933,7.568426,0.097488
