26.601412,1.632887
30.952588,3.835101
30.563633,4.157002
32.680851,4.215524
26.825998,3.749747
23.419448,4.496871
33.176692,0.359972
29.502399,3.482338
34.133777,2.909987
38.769750,5.321058
34.719793,6.116944
45.089869,17.194769
54.047257,35.166614
16.577009,1.119782
22.286644,5.785738
22.851443,1.839413
26.238035,7.346782
20.133798,3.211047
25.937439,4.975091
26.017928,5.841689
13.002244,1.404110
10.626095,0.034521
58.670453,0.971117
58.054903,2.422777
10.577450,0.506982
11.392770,0.597134
12.319628,1.907825
52.694634,5.221289
48.753736,2.535904
47.438693,3.364563
44.497722,1.263279
44.071754,6.121316
43.466804,6.027050
33.332497,9.768998
22.424974,2.234892
27.925435,3.650579
28.039180,2.837443
31.438334,8.245248
34.857422,5.661315
43.404742,1.740307
40.725282,4.724528
40.071884,4.077174
37.943732,5.231664
43.021501,4.892050
34.464768,4.819026
21.517632,4.746937
29.983799,4.352330
37.347696,2.251175
30.213358,1.128745
27.140155,2.844946
27.704147,2.620533
30.659340,3.009872
18.243354,0.913569
23.949145,2.284877
33.070475,17.235826
16.302252,3.085775
31.168857,0.071754
27.698582,6.110197
25.679555,6.948290
26.022982,5.238770
24.530525,0.381165
30.556043,1.006753
23.864667,0.668332
20.220798,1.131862
31.172123,1.482896
33.091220,7.386756
33.815384,0.323612
35.497634,0.944215
34.920222,2.901413
32.586476,3.224373
26.161101,0.311607
29.141567,1.270846
20.691773,3.221781
34.247830,0.209610
34.247690,2.216632
31.260104,0.313267
40.215229,0.029355
34.139895,16.002439
16.006013,0.872775
25.753516,7.666908
